productName,productBrand,productDescription,productCategory
Lenovo Legion 5i i7 10th Gen / GTX 1660Ti / 15.6'' 144Hz Display / 16GB RAM  /  512GB SSD / RGB Keyboard,Lenovo,Lenovo Legion 5i i7 10th i7-10750H GTX 1660Ti Graphics Card 15.6-inch Full-HD 144Hz Display 16GB RAM 512GB SSD RGB Keyboard,laptop
